"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
-0.735049500337545,2.16834248476008,0.99577727664163,1.94754267311949,-0.751947675997854,-0.878823527658756,0.846061259399329,0.881085823317418,0.173251683587101,0.039461578179295,0.150293724188067
0.898089536452976,-0.535492968449731,0.153753592168954,1.40470782442446,0.372845912136991,2.95291645995256,-0.756353920940592,2.60725668617274,-1.05830038912417,-0.268925105062494,0.56162515023167
1.29649258376478,-2.3680067287729,0.260628530265753,-2.91948024644737,0.366919924473696,-2.57229764041883,0.672194824191338,0.346691685182802,2.16589703392926,1.1061035139911,1.17377994343312
0.806512959058592,0.12888375017241,1.61188003480364,1.05660368897195,1.29022341624726,0.550763495901266,-1.34493754457889,0.564767816406461,-0.762277096728513,1.93677591067727,0.784844075676377
-0.714837484628386,-0.031306505464702,-0.283619248887915,-0.416411669497112,-0.0403504224610643,0.321525813451664,0.089073933658505,-1.37103013138905,1.04101164754081,1.10798903896045,0.923784898701764
0.521061788158,1.77700028941566,3.09096753416278,1.82280391490602,0.156535868224101,1.40569031790365,-1.00505574804302,1.11858138049188,-1.72759968650353,1.38714815939833,2.73441831662425
0.883620813886189,0.631539124981941,-0.209279530761498,-1.74864133285914,0.779844634855995,-1.56423322023731,0.913542478693564,-2.07820176887083,0.935465058991611,-0.423969898629327,0.507416093315003
-1.24883777555681,1.31110797744676,0.826381705890377,2.7721138890688,2.62494382324937,1.76947963637583,1.22514640244509,1.26597012193882,-0.364796754911729,-0.555867436790658,-0.447340700354072
-1.09455004616157,-0.280351495744227,0.425659873540932,0.0740044460078588,-0.19783185094836,-1.18709062358449,0.398020934542127,-0.393060908873797,-0.115398947646388,-0.556968617266555,0.0637845734641682
0.428293358731696,0.332763045420063,-0.966750345677082,-1.03466513482674,-0.743142459398962,-1.4425487673048,-0.420910088272279,0.30010546466488,1.32183300472547,-0.103548853029442,1.90797742883634
0.274264803671391,0.857509553122371,-0.0597294580937677,-2.71297738129438,-2.19445138475745,1.67208092900909,-0.272505455920837,0.4515768887682,-0.655674220171206,-0.119592199699434,-1.58021582547496
